id,user_id_original,region
296,418,east
297,419,west
298,420,central
299,421,metro
300,422,coastal
301,423,rural
302,424,north
303,425,south
304,426,east
305,428,central
306,429,metro
307,430,coastal
308,431,rural
309,432,north
310,433,south
311,434,east
312,436,central
313,437,metro
314,440,north
315,442,east
316,443,west
317,447,rural
318,449,south
319,450,east
320,451,west
321,452,central
322,453,metro
323,454,coastal
324,456,north
325,457,south
326,458,east
327,459,west
328,460,central
329,461,metro
330,462,coastal
331,463,rural
332,465,south
333,466,east
334,467,west
335,468,central
336,469,metro
337,472,north
338,473,south
339,474,east
340,475,west
341,480,north
342,482,east
343,483,west
344,484,central
345,485,metro
346,487,rural
347,489,south
348,490,east
349,491,west
350,492,central
351,493,metro
352,494,coastal
353,495,rural
354,496,north
355,497,south
356,499,west
357,500,central
358,502,coastal
359,503,rural
360,504,north
361,505,south
362,506,east
363,507,west
364,508,central
365,509,metro
366,510,coastal
367,511,rural
368,512,north
369,513,south
370,514,east
371,515,west
372,516,central
373,517,metro
374,519,rural
375,520,north
376,521,south
377,522,east
378,524,central
379,525,metro
380,526,coastal
381,527,rural
382,528,north
383,529,south
384,530,east
385,531,west
386,532,central
387,533,metro
388,534,coastal
389,535,rural
390,537,south
391,538,east
392,539,west
393,540,central
394,541,metro
395,542,coastal
396,543,rural
397,544,north
398,545,south
399,546,east
400,547,west
401,549,metro
402,550,coastal
403,551,rural
404,552,north
405,553,south
406,554,east
407,555,west
408,556,central
409,557,metro
410,558,coastal
411,559,rural
412,560,north
413,562,east
414,563,west
415,564,central
416,565,metro
417,566,coastal
418,567,rural
419,568,north
420,569,south
421,570,east
422,571,west
423,572,central
424,573,metro
425,574,coastal
426,576,north
427,577,south
428,578,east
429,579,west
430,580,central
431,581,metro
432,582,coastal
433,583,rural
434,584,north
435,585,south
436,586,east
437,588,central
438,589,metro
439,590,coastal
440,591,rural
441,594,east
442,595,west
443,596,central
444,597,metro
445,598,coastal
446,599,rural
447,600,north
448,601,south
449,602,east
450,603,west
451,604,central
452,605,metro
453,606,coastal
454,607,rural
455,608,north
456,609,south
457,610,east
458,612,central
459,613,metro
460,614,coastal
461,616,north
462,617,south
463,618,east
464,619,west
465,620,central
466,621,metro
467,622,coastal
468,623,rural
469,624,north
470,626,east
471,627,west
472,628,central
473,629,metro
474,631,rural
475,632,north
476,634,east
477,635,west
478,637,metro
479,638,coastal
480,639,rural
481,640,north
482,641,south
483,642,east
484,643,west
485,644,central
486,646,coastal
487,647,rural
488,648,north
489,649,south
490,650,east
491,651,west
492,652,central
493,653,metro
494,654,coastal
495,655,rural
496,656,north
497,657,south
498,658,east
499,659,west
500,660,central
501,662,coastal
502,663,rural
503,665,south
504,666,east
505,667,west
506,668,central
507,669,metro
508,670,coastal
509,671,rural
510,672,north
511,673,south
512,674,east
513,675,west
514,676,central
515,677,metro
516,678,coastal
517,679,rural
518,680,north
519,681,south
520,682,east
521,683,west
522,684,central
523,685,metro
524,686,coastal
525,687,rural
526,689,south
527,690,east
528,692,central
529,693,metro
530,694,coastal
531,695,rural
532,698,east
533,699,west
534,700,central
535,702,coastal
536,703,rural
537,704,north
538,705,south
539,706,east
540,707,west
541,708,central
542,710,coastal
543,711,rural
544,713,south
545,714,east
546,715,west
547,716,central
548,717,metro
549,718,coastal
550,719,rural
551,720,north
552,721,south
553,723,west
554,724,central
555,725,metro
556,726,coastal
557,727,rural
558,729,south
559,730,east
560,731,west
561,732,central
562,733,metro
563,734,coastal
564,736,north
565,737,south
566,738,east
567,739,west
568,740,central
569,741,metro
570,744,north
571,745,south
572,746,east
573,747,west
574,749,metro
575,752,north
576,753,south
577,754,east
578,755,west
579,756,central
580,757,metro
581,758,coastal
582,759,rural
583,760,north
584,761,south
585,762,east
586,763,west
587,765,metro
588,766,coastal
589,767,rural
590,768,north
591,769,south
592,770,east
593,771,west
594,772,central
595,773,metro
596,774,coastal
597,775,rural
598,776,north
599,777,south
600,778,east
601,779,west
602,780,central
603,781,metro
604,783,rural
605,784,north
606,785,south
607,786,east
608,787,west
609,788,central
610,789,metro
611,790,coastal
612,791,rural
613,792,north
614,793,south
615,794,east
616,795,west
617,796,central
618,797,metro
619,798,coastal
620,799,rural
621,800,north
622,801,south
623,802,east
624,803,west
625,804,central
626,805,metro
627,806,coastal
628,807,rural
629,808,north
630,809,south
631,810,east
632,811,west
633,813,metro
634,814,coastal
635,815,rural
636,816,north
637,817,south
638,818,east
639,819,west
640,820,central
641,821,metro
642,822,coastal
643,823,rural
644,824,north
645,825,south
646,826,east
647,827,west
648,828,central
649,829,metro
650,830,coastal
651,831,rural
652,832,north
653,833,south
654,835,west
655,836,central
656,837,metro
657,839,rural
658,840,north
659,841,south
660,842,east
661,843,west
662,844,central
663,845,metro
664,846,coastal
665,847,rural
666,848,north
667,849,south
668,851,west
669,852,central
670,853,metro
671,854,coastal
672,855,rural
673,856,north
674,857,south
675,859,west
676,860,central
677,861,metro
678,862,coastal
679,864,north
680,865,south
681,866,east
682,867,west
683,868,central
684,869,metro
685,870,coastal
686,871,rural
687,872,north
688,873,south
689,874,east
690,875,west
691,876,central
692,878,coastal
693,879,rural
694,881,south
695,883,west
696,884,central
697,885,metro
698,886,coastal
699,887,rural
700,888,north
701,890,east
702,891,west
703,893,metro
704,894,coastal
705,895,rural
706,896,north
707,898,east
708,900,central
709,901,metro
710,904,north
711,905,south
712,906,east
713,907,west
714,908,central
715,910,coastal
716,911,rural
717,914,east
718,915,west
719,916,central
720,917,metro
721,918,coastal
722,919,rural
723,920,north
724,921,south
725,922,east
726,923,west
727,924,central
728,925,metro
729,926,coastal
730,927,rural
731,928,north
732,929,south
733,930,east
734,931,west
735,933,metro
736,934,coastal
737,935,rural
738,936,north
739,938,east
740,939,west
741,940,central
742,941,metro
743,942,coastal
744,943,rural
745,944,north
746,945,south
747,946,east
748,947,west
749,948,central
750,949,metro
751,950,coastal
752,951,rural
753,952,north
754,953,south
755,954,east
756,955,west
757,956,central
758,957,metro
759,958,coastal
760,960,north
761,961,south
762,962,east
763,963,west
764,964,central
765,966,coastal
766,968,north
767,970,east
768,971,west
769,972,central
770,973,metro
771,974,coastal
772,975,rural
773,976,north
774,977,south
775,978,east
776,980,central
777,981,metro
778,982,coastal
779,983,rural
780,984,north
781,985,south
782,986,east
783,989,metro
784,990,coastal
785,991,rural
786,992,north
787,994,east
788,996,central
789,998,coastal
790,999,rural
791,1000,north
792,1001,south
793,1003,west
794,1004,central
795,1005,metro
796,1006,coastal
797,1008,north
798,1009,south
799,1012,central
800,1013,metro
801,1014,coastal
802,1015,rural
803,1016,north
804,1017,south
805,1018,east
806,1019,west
807,1020,central
808,1021,metro
809,1022,coastal
810,1023,rural
811,1024,north
812,1025,south
813,1026,east
814,1027,west
815,1028,central
816,1029,metro
817,1030,coastal
818,1031,rural
819,1032,north
820,1033,south
821,1034,east
822,1035,west
823,1036,central
824,1037,metro
825,1038,coastal
826,1039,rural
827,1040,north
828,1041,south
829,1042,east
830,1043,west
831,1044,central
832,1045,metro
833,1046,coastal
834,1047,rural
835,1048,north
836,1049,south
837,1050,east
838,1051,west
839,1052,central
840,1053,metro
841,1054,coastal
842,1055,rural
843,1056,north
844,1057,south
845,1058,east
846,1059,west
847,1060,central
848,1061,metro
849,1062,coastal
850,1064,north
851,1065,south
852,1066,east
853,1067,west
854,1068,central
855,1069,metro
856,1070,coastal
857,1071,rural
858,1072,north
859,1073,south
860,1074,east
861,1075,west
862,1077,metro
863,1078,coastal
864,1079,rural
865,1080,north
866,1081,south
867,1082,east
868,1083,west
869,1084,central
870,1085,metro
871,1086,coastal
872,1087,rural
873,1088,north
874,1089,south
875,1090,east
876,1091,west
877,1092,central
878,1093,metro
879,1094,coastal
880,1095,rural
881,1096,north
882,1097,south
883,1098,east
884,1100,central
885,1102,coastal
886,1103,rural
887,1104,north
888,1105,south
889,1106,east
890,1107,west
891,1109,metro
892,1110,coastal
893,1111,rural
894,1112,north
895,1113,south
896,1114,east
897,1115,west
898,1116,central
899,1117,metro
900,1118,coastal
901,1119,rural
902,1121,south
903,1122,east
904,1124,central
905,1125,metro
906,1126,coastal
907,1127,rural
908,1128,north
909,1129,south
910,1131,west
911,1132,central
912,1133,metro
913,1135,rural
914,1136,north
915,1137,south
916,1138,east
917,1139,west
918,1140,central
919,1141,metro
920,1142,coastal
921,1143,rural
922,1144,north
923,1145,south
924,1147,west
925,1148,central
926,1149,metro
927,1150,coastal
928,1151,rural
929,1152,north
930,1153,south
931,1154,east
932,1155,west
933,1156,central
934,1157,metro
935,1158,coastal
936,1159,rural
937,1160,north
938,1161,south
939,1162,east
940,1163,west
941,1164,central
942,1165,metro
943,1166,coastal
944,1167,rural
945,1168,north
946,1170,east
947,1171,west
948,1172,central
949,1173,metro
950,1174,coastal
951,1175,rural
952,1179,west
953,1180,central
954,1181,metro
955,1182,coastal
956,1183,rural
957,1185,south
958,1186,east
959,1188,central
960,1189,metro
961,1190,coastal
962,1192,north
963,1193,south
964,1196,central
965,1197,metro
966,1198,coastal
967,1199,rural
968,1202,east
969,1204,central
970,1205,metro
971,1206,coastal
972,1207,rural
973,1209,south
974,1210,east
975,1211,west
976,1212,central
977,1213,metro
978,1214,coastal
979,1215,rural
980,1217,south
981,1219,west
982,1221,metro
983,1222,coastal
984,1223,rural
985,1224,north
986,1226,east
987,1227,west
988,1228,central
989,1229,metro
990,1230,coastal
991,1231,rural
992,1232,north
993,1233,south
994,1235,west
995,1236,central
996,1237,metro
997,1239,rural
998,1240,north
999,1241,south
1000,1242,east
1001,1243,west
1002,1245,metro
1003,1246,coastal
1004,1247,rural
1005,1248,north
1006,1249,south
1007,1250,east
1008,1251,west
1009,1252,central
1010,1253,metro
1011,1254,coastal
1012,1255,rural
1013,1257,south
1014,1258,east
1015,1259,west
1016,1260,central
1017,1262,coastal
1018,1263,rural
1019,1264,north
1020,1266,east
1021,1267,west
1022,1268,central
1023,1269,metro
1024,1270,coastal
1025,1271,rural
1026,1273,south
1027,1274,east
1028,1275,west
1029,1277,metro
1030,1279,rural
1031,1281,south
1032,1282,east
1033,1283,west
1034,1284,central
1035,1285,metro
1036,1286,coastal
1037,1287,rural
1038,1288,north
1039,1289,south
1040,1290,east
1041,1291,west
1042,1292,central
1043,1294,coastal
1044,1295,rural
1045,1297,south
1046,1298,east
1047,1299,west
1048,1300,central
1049,1301,metro
1050,1302,coastal
1051,1303,rural
1052,1304,north
1053,1305,south
1054,1306,east
1055,1307,west
1056,1308,central
1057,1309,metro
1058,1310,coastal
1059,1311,rural
1060,1312,north
1061,1313,south
1062,1314,east
1063,1315,west
1064,1316,central
1065,1317,metro
1066,1318,coastal
1067,1319,rural
1068,1320,north
1069,1321,south
1070,1323,west
1071,1324,central
1072,1325,metro
1073,1326,coastal
1074,1327,rural
1075,1328,north
1076,1329,south
1077,1330,east
1078,1331,west
1079,1332,central
1080,1333,metro
1081,1335,rural
1082,1336,north
1083,1337,south
1084,1338,east
1085,1339,west
1086,1340,central
1087,1343,rural
1088,1344,north
1089,1346,east
1090,1347,west
1091,1348,central
1092,1350,coastal
1093,1351,rural
1094,1352,north
1095,1353,south
1096,1354,east
1097,1355,west
1098,1356,central
1099,1357,metro
1100,1358,coastal
1101,1360,north
1102,1362,east
1103,1363,west
1104,1364,central
1105,1365,metro
1106,1366,coastal
1107,1368,north
1108,1369,south
1109,1370,east
1110,1371,west
1111,1372,central
1112,1373,metro
1113,1374,coastal
1114,1375,rural
1115,1376,north
1116,1378,east
1117,1379,west
1118,1380,central
1119,1381,metro
1120,1382,coastal
1121,1383,rural
1122,1384,north
1123,1385,south
1124,1388,central
1125,1389,metro
1126,1390,coastal
1127,1391,rural
1128,1392,north
1129,1393,south
1130,1394,east
1131,1395,west
1132,1396,central
1133,1397,metro
1134,1398,coastal
1135,1399,rural
1136,1400,north
1137,1402,east
1138,1403,west
1139,1404,central
1140,1405,metro
1141,1406,coastal
1142,1407,rural
1143,1408,north
1144,1409,south
1145,1410,east
1146,1411,west
1147,1412,central
1148,1413,metro
1149,1414,coastal
1150,1415,rural
1151,1416,north
1152,1417,south
1153,1418,east
1154,1419,west
1155,1420,central
1156,1421,metro
1157,1422,coastal
1158,1423,rural
1159,1424,north
1160,1425,south
1161,1426,east
1162,1427,west
1163,1428,central
1164,1430,coastal
1165,1431,rural
1166,1432,north
1167,1433,south
1168,1435,west
1169,1436,central
1170,1437,metro
1171,1438,coastal
1172,1439,rural
1173,1440,north
1174,1441,south
1175,1442,east
1176,1443,west
1177,1444,central
1178,1445,metro
1179,1446,coastal
1180,1447,rural
1181,1448,north
1182,1449,south
1183,1450,east
1184,1451,west
1185,1452,central
1186,1453,metro
1187,1454,coastal
1188,1456,north
1189,1457,south
1190,1458,east
1191,1459,west
1192,1461,metro
1193,1462,coastal
1194,1463,rural
1195,1464,north
1196,1465,south
1197,1467,west
1198,1468,central
1199,1469,metro
1200,1470,coastal
1201,1471,rural
1202,1472,north
1203,1473,south
1204,1474,east
1205,1477,metro
1206,1478,coastal
1207,1479,rural
1208,1480,north
1209,1481,south
1210,1482,east
1211,1483,west
1212,1484,central
1213,1485,metro
1214,1487,rural
1215,1489,south
1216,1491,west
1217,1492,central
1218,1493,metro
1219,1494,coastal
1220,1495,rural
1221,1496,north
1222,1497,south
1223,1498,east
1224,1499,west
1225,1500,central
1226,1502,coastal
1227,1503,rural
1228,1504,north
1229,1505,south
1230,1506,east
1231,1507,west
1232,1508,central
1233,1510,coastal
1234,1511,rural
1235,1512,north
1236,1513,south
1237,1514,east
1238,1515,west
1239,1516,central
1240,1517,metro
1241,1518,coastal
1242,1519,rural
1243,1521,south
1244,1522,east
1245,1523,west
1246,1524,central
1247,1525,metro
1248,1526,coastal
1249,1527,rural
1250,1528,north
1251,1529,south
1252,1530,east
1253,1531,west
1254,1532,central
1255,1534,coastal
1256,1535,rural
1257,1536,north
1258,1537,south
1259,1538,east
1260,1539,west
1261,1540,central
1262,1541,metro
1263,1543,rural
1264,1544,north
1265,1545,south
1266,1546,east
1267,1547,west
1268,1548,central
1269,1549,metro
1270,1550,coastal
1271,1551,rural
1272,1554,east
1273,1555,west
1274,1556,central
1275,1560,north
1276,1561,south
1277,1562,east
1278,1563,west
1279,1564,central
1280,1565,metro
1281,1567,rural
1282,1568,north
1283,1569,south
1284,1570,east
1285,1571,west
1286,1572,central
1287,1573,metro
1288,1574,coastal
1289,1575,rural
1290,1576,north
1291,1577,south
1292,1578,east
1293,1579,west
1294,1580,central
1295,1583,rural
1296,1584,north
1297,1585,south
1298,1587,west
1299,1588,central
1300,1589,metro
1301,1590,coastal
1302,1592,north
1303,1593,south
1304,1594,east
1305,1595,west
1306,1596,central
1307,1597,metro
1308,1598,coastal
1309,1599,rural
1310,1600,north
1311,1601,south
1312,1602,east
1313,1603,west
1314,1604,central
1315,1605,metro
1316,1606,coastal
1317,1607,rural
1318,1609,south
1319,1610,east
1320,1611,west
1321,1612,central
1322,1613,metro
1323,1614,coastal
1324,1615,rural
1325,1616,north
1326,1617,south
1327,1618,east
1328,1619,west
1329,1620,central
1330,1621,metro
1331,1622,coastal
1332,1624,north
1333,1625,south
1334,1627,west
1335,1628,central
1336,1629,metro
1337,1630,coastal
1338,1631,rural
1339,1632,north
1340,1633,south
1341,1635,west
1342,1636,central
1343,1637,metro
1344,1639,rural
1345,1640,north
1346,1641,south
1347,1642,east
1348,1643,west
1349,1644,central
1350,1645,metro
1351,1646,coastal
1352,1648,north
1353,1649,south
1354,1651,west
1355,1652,central
1356,1654,coastal
1357,1656,north
1358,1658,east
1359,1660,central
1360,1661,metro
1361,1662,coastal
1362,1663,rural
1363,1664,north
1364,1666,east
1365,1667,west
1366,1668,central
1367,1669,metro
1368,1670,coastal
1369,1671,rural
1370,1672,north
1371,1673,south
1372,1674,east
1373,1676,central
1374,1677,metro
1375,1678,coastal
1376,1679,rural
1377,1680,north
1378,1681,south
1379,1682,east
1380,1683,west
1381,1684,central
1382,1685,metro
1383,1687,rural
1384,1689,south
1385,1690,east
1386,1691,west
1387,1693,metro
1388,1694,coastal
1389,1695,rural
1390,1696,north
1391,1697,south
1392,1698,east
1393,1699,west
1394,1700,central
1395,1701,metro
1396,1703,rural
1397,1704,north
1398,1705,south
1399,1706,east
1400,1707,west
1401,1708,central
1402,1709,metro
1403,1710,coastal
1404,1711,rural
1405,1712,north
1406,1713,south
1407,1714,east
1408,1715,west
1409,1716,central
1410,1717,metro
1411,1718,coastal
1412,1719,rural
1413,1720,north
1414,1721,south
1415,1723,west
1416,1724,central
1417,1726,coastal
1418,1727,rural
1419,1729,south
1420,1731,west
1421,1732,central
1422,1733,metro
1423,1734,coastal
1424,1735,rural
1425,1736,north
1426,1737,south
1427,1738,east
1428,1739,west
1429,1740,central
1430,1742,coastal
1431,1745,south
1432,1746,east
1433,1748,central
1434,1749,metro
1435,1750,coastal
1436,1751,rural
1437,1752,north
1438,1753,south
1439,1754,east
1440,1755,west
1441,1756,central
1442,1757,metro
1443,1758,coastal
1444,1759,rural
1445,1760,north
1446,1761,south
1447,1762,east
1448,1763,west
1449,1764,central
1450,1765,metro
1451,1766,coastal
1452,1767,rural
1453,1768,north
1454,1769,south
1455,1770,east
1456,1771,west
1457,1772,central
1458,1773,metro
1459,1775,rural
1460,1776,north
1461,1778,east
1462,1779,west
1463,1780,central
1464,1781,metro
1465,1782,coastal
1466,1783,rural
1467,1784,north
1468,1785,south
1469,1788,central
1470,1789,metro
1471,1790,coastal
1472,1791,rural
1473,1792,north
1474,1793,south
1475,1794,east
1476,1795,west
1477,1796,central
1478,1798,coastal
1479,1799,rural
1480,1801,south
1481,1802,east
1482,1803,west
1483,1804,central
1484,1805,metro
1485,1806,coastal
1486,1808,north
1487,1809,south
1488,1810,east
1489,1811,west
1490,1812,central
1491,1813,metro
1492,1815,rural
1493,1817,south
1494,1818,east
1495,1819,west
1496,1821,metro
1497,1822,coastal
1498,1823,rural
1499,1824,north
1500,1826,east
1501,1827,west
1502,1828,central
1503,1829,metro
1504,1830,coastal
1505,1831,rural
1506,1832,north
1507,1833,south
1508,1834,east
1509,1835,west
1510,1836,central
1511,1837,metro
1512,1838,coastal
1513,1839,rural
1514,1840,north
1515,1841,south
1516,1842,east
1517,1843,west
1518,1844,central
1519,1845,metro
1520,1846,coastal
1521,1847,rural
1522,1848,north
1523,1849,south
1524,1851,west
1525,1852,central
1526,1854,coastal
1527,1855,rural
1528,1856,north
1529,1857,south
1530,1860,central
1531,1861,metro
1532,1862,coastal
1533,1864,north
1534,1865,south
1535,1866,east
1536,1867,west
1537,1868,central
1538,1869,metro
1539,1870,coastal
1540,1871,rural
1541,1873,south
1542,1874,east
1543,1875,west
1544,1876,central
1545,1877,metro
1546,1878,coastal
1547,1879,rural
1548,1880,north
1549,1881,south
1550,1882,east
1551,1886,coastal
1552,1887,rural
1553,1888,north
1554,1891,west
1555,1892,central
1556,1893,metro
1557,1894,coastal
1558,1895,rural
1559,1896,north
1560,1897,south
1561,1898,east
1562,1899,west
1563,1900,central
1564,1901,metro
1565,1902,coastal
1566,1903,rural
1567,1904,north
1568,1905,south
1569,1908,central
1570,1909,metro
1571,1910,coastal
1572,1911,rural
1573,1912,north
1574,1913,south
1575,1914,east
1576,1915,west
1577,1916,central
1578,1917,metro
1579,1918,coastal
1580,1919,rural
1581,1920,north
1582,1922,east
1583,1923,west
1584,1924,central
1585,1925,metro
1586,1926,coastal
1587,1928,north
1588,1929,south
1589,1930,east
1590,1931,west
1591,1932,central
1592,1933,metro
1593,1934,coastal
1594,1935,rural
1595,1936,north
1596,1937,south
1597,1938,east
1598,1939,west
1599,1940,central
1600,1941,metro
1601,1942,coastal
1602,1943,rural
1603,1944,north
1604,1945,south
1605,1946,east
1606,1947,west
1607,1948,central
1608,1949,metro
1609,1950,coastal
1610,1951,rural
1611,1952,north
1612,1953,south
1613,1954,east
1614,1955,west
1615,1956,central
1616,1957,metro
1617,1959,rural
1618,1961,south
1619,1962,east
1620,1963,west
1621,1964,central
1622,1965,metro
1623,1967,rural
1624,1968,north
1625,1969,south
1626,1970,east
1627,1971,west
1628,1972,central
1629,1973,metro
1630,1974,coastal
1631,1975,rural
1632,1976,north
1633,1977,south
1634,1978,east
1635,1979,west
1636,1980,central
1637,1981,metro
1638,1982,coastal
1639,1983,rural
1640,1984,north
1641,1985,south
1642,1986,east
1643,1990,coastal
1644,1994,east
1645,1995,west
1646,1998,coastal
1647,1999,rural
1648,2000,north
1649,2004,central
1650,2005,metro
1651,2006,coastal
1652,2007,rural
1653,2008,north
1654,2010,east
1655,2011,west
1656,2013,metro
1657,2014,coastal
1658,2015,rural
1659,2016,north
1660,2017,south
1661,2018,east
1662,2019,west
1663,2020,central
1664,2022,coastal
1665,2024,north
1666,2025,south
1667,2026,east
1668,2027,west
1669,2028,central
1670,2029,metro
1671,2030,coastal
1672,2032,north
1673,2033,south
1674,2034,east
1675,2035,west
1676,2036,central
1677,2037,metro
1678,2038,coastal
1679,2039,rural
1680,2040,north
1681,2042,east
1682,2043,west
1683,2044,central
1684,2045,metro
1685,2046,coastal
1686,2047,rural
1687,2048,north
1688,2049,south
1689,2050,east
1690,2051,west
1691,2052,central
1692,2053,metro
1693,2054,coastal
1694,2055,rural
1695,2056,north
1696,2057,south
1697,2058,east
1698,2059,west
1699,2061,metro
1700,2062,coastal
1701,2063,rural
1702,2064,north
1703,2067,west
1704,2068,central
1705,2069,metro
1706,2070,coastal
1707,2072,north
1708,2074,east
1709,2075,west
1710,2076,central
1711,2078,coastal
1712,2079,rural
1713,2081,south
1714,2082,east
1715,2083,west
1716,2085,metro
1717,2086,coastal
1718,2088,north
1719,2089,south
1720,2092,central
1721,2094,coastal
1722,2095,rural
1723,2096,north
1724,2097,south
1725,2098,east
1726,2099,west
1727,2101,metro
1728,2102,coastal
1729,2103,rural
1730,2104,north
1731,2105,south
1732,2106,east
1733,2107,west
1734,2108,central
1735,2110,coastal
1736,2111,rural
1737,2112,north
1738,2113,south
1739,2114,east
1740,2116,central
1741,2117,metro
1742,2118,coastal
1743,2119,rural
1744,2120,north
1745,2122,east
1746,2123,west
1747,2124,central
1748,2125,metro
1749,2126,coastal
1750,2127,rural
1751,2128,north
1752,2130,east
1753,2132,central
1754,2133,metro
1755,2134,coastal
1756,2135,rural
1757,2136,north
1758,2137,south
1759,2138,east
1760,2140,central
1761,2141,metro
1762,2142,coastal
1763,2143,rural
1764,2144,north
1765,2145,south
1766,2147,west
1767,2148,central
1768,2149,metro
1769,2150,coastal
1770,2151,rural
1771,2153,south
1772,2154,east
1773,2155,west
1774,2156,central
1775,2157,metro
1776,2158,coastal
1777,2159,rural
1778,2160,north
1779,2161,south
1780,2164,central
1781,2165,metro
1782,2166,coastal
1783,2168,north
1784,2169,south
1785,2170,east
1786,2171,west
1787,2172,central
1788,2173,metro
1789,2174,coastal
1790,2175,rural
1791,2176,north
1792,2177,south
1793,2178,east
1794,2179,west
1795,2180,central
1796,2181,metro
1797,2182,coastal
1798,2184,north
1799,2185,south
1800,2186,east
1801,2187,west
1802,2188,central
1803,2189,metro
1804,2192,north
1805,2193,south
1806,2194,east
1807,2197,metro
1808,2199,rural
1809,2200,north
1810,2201,south
1811,2203,west
1812,2204,central
1813,2205,metro
1814,2206,coastal
1815,2207,rural
1816,2208,north
1817,2209,south
1818,2210,east
1819,2213,metro
1820,2214,coastal
1821,2215,rural
1822,2216,north
1823,2217,south
1824,2218,east
1825,2219,west
1826,2220,central
1827,2221,metro
1828,2222,coastal
1829,2223,rural
1830,2225,south
1831,2226,east
1832,2227,west
1833,2230,coastal
1834,2231,rural
1835,2232,north
1836,2233,south
1837,2234,east
1838,2235,west
1839,2236,central
1840,2237,metro
1841,2238,coastal
1842,2239,rural
1843,2240,north
1844,2241,south
1845,2242,east
1846,2244,central
1847,2245,metro
1848,2248,north
1849,2249,south
1850,2250,east
1851,2251,west
1852,2252,central
1853,2253,metro
1854,2254,coastal
